iso3,year,threshold,hansen_loss_ha,protected_loss_ha,viirs_fire_count,viirs_fire_unique_pxday,hansen_gain_2000_2012_ha,fao_forest_area_kha,fao_forest_area_ha,fao_net_change_ha,fao_source,protected_loss_share,discrepancy_ratio,gdp_per_capita_ppp_const2017,agriculture_value_added_share_gdp_pct
CHL,2019,10,81177.77777535269,4126.003527125079,7.5,7.5,1414216.2586051635,18193.00548080449,18193005.480804496,-8066.6351005584,FRA2025_PCHIP,0.05082676121712982,10.063400260876222,26035.38242611039,3.998
CHL,2019,30,75934.64213167639,3839.2271135428437,4.5,4.5,1414216.2586051635,18193.00548080449,18193005.480804496,-8066.6351005584,FRA2025_PCHIP,0.05055962609115,9.413422224394399,26035.38242611039,3.998
CHL,2019,50,65724.7802780127,3273.1688557546204,3.0,3.0,1414216.2586051635,18193.00548080449,18193005.480804496,-8066.6351005584,FRA2025_PCHIP,0.049801138047312926,8.147731917793456,26035.38242611039,3.998
CHL,2020,10,73375.3715650062,5176.66293501849,22.0,22.0,1414216.2586051635,18186.32,18186320.0,-6685.480804495513,FRA2025_PCHIP,0.0705504152770426,10.975332023340258,26248.5616432825,4.04
CHL,2020,30,68806.72720766118,4970.385626084528,14.5,14.5,1414216.2586051635,18186.32,18186320.0,-6685.480804495513,FRA2025_PCHIP,0.07223691385703791,10.291963916999585,26248.5616432825,4.04
CHL,2020,50,60012.065423117245,4534.275671080022,9.0,9.0,1414216.2586051635,18186.32,18186320.0,-6685.480804495513,FRA2025_PCHIP,0.07555606758592538,8.976477111827675,26248.5616432825,4.04
CHL,2021,10,74488.4745926667,4028.7941417597544,22.0,22.0,1414216.2586051635,18180.974759195506,18180974.759195507,-5345.240804493427,FRA2025_PCHIP,0.054086141027734035,13.935475934039987,26248.5616432825,4.04
CHL,2021,30,68808.77245584241,3774.6126736087886,15.0,15.0,1414216.2586051635,18180.974759195506,18180974.759195507,-5345.240804493427,FRA2025_PCHIP,0.05485656172737455,12.872904135207332,26248.5616432825,4.04
CHL,2021,50,58408.34062901543,3285.101833295573,10.0,10.0,1414216.2586051635,18180.974759195506,18180974.759195507,-5345.240804493427,FRA2025_PCHIP,0.05624371105080903,10.927167318620144,26248.5616432825,4.04
CHL,2022,10,70921.94643042733,2065.451141415255,18.0,18.0,1414216.2586051635,18175.84260409495,18175842.60409495,-5132.155100557953,FRA2025_PCHIP,0.02912287726679091,13.81913543936287,26248.5616432825,4.04
CHL,2022,30,65678.3240417663,1946.2871573338803,14.0,14.0,1414216.2586051635,18175.84260409495,18175842.60409495,-5132.155100557953,FRA2025_PCHIP,0.02963363005572726,12.797416047427317,26248.5616432825,4.04
